"Total","Jahr","Beruf","Geschlecht","Anzahl"
1446,"2017","Kaufmann/-frau","Männer",580
393,"2017","Detailhandelsfachmann/-frau","Frauen",224
393,"2017","Detailhandelsfachmann/-frau","Männer",169
287,"2017","Fachmann/-frau Gesundheit","Frauen",260
287,"2017","Fachmann/-frau Gesundheit","Männer",27
275,"2017","Elektroinstallateur/in","Frauen",3
275,"2017","Elektroinstallateur/in","Männer",272
216,"2017","Kaufmann/-frau","Frauen",137
216,"2017","Kaufmann/-frau","Männer",79
215,"2017","Fachmann/-frau Betreuung","Frauen",210
215,"2017","Fachmann/-frau Betreuung","Männer",5
208,"2017","Koch/Köchin","Frauen",58
208,"2017","Koch/Köchin","Männer",150
194,"2017","Polymechaniker/in","Frauen",4
194,"2017","Polymechaniker/in","Männer",190
155,"2017","Coiffeur/-euse","Frauen",144
155,"2017","Coiffeur/-euse","Männer",11
155,"2017","Dentalassistent/in","Frauen",153
155,"2017","Dentalassistent/in","Männer",2
134,"2017","Med. Praxisassistent/in","Frauen",132
134,"2017","Med. Praxisassistent/in","Männer",2
131,"2017","Detailhandelsfachmann/-frau","Frauen",79
131,"2017","Detailhandelsfachmann/-frau","Männer",52
124,"2017","Automobil-Fachmann/-frau","Frauen",2
124,"2017","Automobil-Fachmann/-frau","Männer",122
115,"2017","Gärtner/-in","Frauen",10
115,"2017","Gärtner/-in","Männer",105
113,"2017","Detailhandelsassistent/in","Frauen",76
113,"2017","Detailhandelsassistent/in","Männer",37
113,"2017","Zeichner/in","Frauen",43
113,"2017","Zeichner/in","Männer",70
110,"2017","Pharma-Assistent/in","Frauen",109
110,"2017","Pharma-Assistent/in","Männer",1
105,"2017","Logistiker/in","Frauen",11
105,"2017","Logistiker/in","Männer",94
104,"2017","Zimmermann/Zimmerin","Frauen",0
104,"2017","Zimmermann/Zimmerin","Männer",104
93,"2017","Fachmann/-frau Betriebsunterhalt","Frauen",6
93,"2017","Fachmann/-frau Betriebsunterhalt","Männer",87
89,"2017","Sanitärinstallateur/in","Frauen",0
89,"2017","Sanitärinstallateur/in","Männer",89
87,"2017","Automatiker/in","Frauen",0
87,"2017","Automatiker/in","Männer",87
87,"2017","Informatiker/in","Frauen",3
87,"2017","Informatiker/in","Männer",84
87,"2017","Schreiner/in","Frauen",7
87,"2017","Schreiner/in","Männer",80
83,"2017","Informatiker/in","Frauen",8
83,"2017","Informatiker/in","Männer",75
83,"2017","Maler/in","Frauen",34
83,"2017","Maler/in","Männer",49
82,"2017","Konstrukteur/in","Frauen",11
82,"2017","Konstrukteur/in","Männer",71
78,"2017","Maurer/in","Frauen",0
78,"2017","Maurer/in","Männer",78
67,"2017","Elektroniker/in","Frauen",2
67,"2017","Elektroniker/in","Männer",65
64,"2017","Restaurationsfachmann/-frau","Frauen",51
64,"2017","Restaurationsfachmann/-frau","Männer",13
62,"2017","Metallbauer/in","Frauen",1
62,"2017","Metallbauer/in","Männer",61
60,"2017","Informatiker/in","Frauen",3
60,"2017","Informatiker/in","Männer",57
58,"2017","Automobil-Mechatroniker/in","Frauen",3
58,"2017","Automobil-Mechatroniker/in","Männer",55
57,"2017","Bäcker/in-Konditor/in-Confiseur/in","Frauen",36
57,"2017","Bäcker/in-Konditor/in-Confiseur/in","Männer",21
56,"2017","Fachmann/-frau Betreuung","Frauen",51
56,"2017","Fachmann/-frau Betreuung","Männer",5
53,"2017","Logistiker/in","Frauen",3
53,"2017","Logistiker/in","Männer",50
49,"2017","Hotelfachmann/-frau","Frauen",45
49,"2017","Hotelfachmann/-frau","Männer",4
45,"2017","Zeichner/in","Frauen",7
45,"2017","Zeichner/in","Männer",38
42,"2017","Montage-Elektriker/in","Frauen",1
42,"2017","Montage-Elektriker/in","Männer",41
41,"2017","Augenoptiker/in","Frauen",28
41,"2017","Augenoptiker/in","Männer",13
39,"2017","Informatiker/in","Frauen",7
39,"2017","Informatiker/in","Männer",32
39,"2017","Produktionsmechaniker/in","Frauen",1
39,"2017","Produktionsmechaniker/in","Männer",38
35,"2017","Drogist/in","Frauen",33
35,"2017","Drogist/in","Männer",2
34,"2017","Landwirt/in","Frauen",2
34,"2017","Landwirt/in","Männer",32
31,"2017","Elektroplaner/in","Frauen",2
31,"2017","Elektroplaner/in","Männer",29
31,"2017","Florist/in","Frauen",31
31,"2017","Florist/in","Männer",0
30,"2017","Automobil-Mechatroniker/in","Frauen",1
30,"2017","Automobil-Mechatroniker/in","Männer",29
30,"2017","Heizungsinstallateur/in","Frauen",0
30,"2017","Heizungsinstallateur/in","Männer",30
29,"2017","Laborant/in","Frauen",6
29,"2017","Laborant/in","Männer",23
27,"2017","Landmaschinenmechaniker/in","Frauen",0
27,"2017","Landmaschinenmechaniker/in","Männer",27
26,"2017","Carrossier/in Spenglerei","Frauen",1
26,"2017","Carrossier/in Spenglerei","Männer",25
25,"2017","Carrossier/in Lackiererei","Frauen",2
25,"2017","Carrossier/in Lackiererei","Männer",23
24,"2017","Fachmann/-frau Betreuung","Frauen",20
24,"2017","Fachmann/-frau Betreuung","Männer",4
24,"2017","Pflegeassistent/in","Frauen",20
24,"2017","Pflegeassistent/in","Männer",4
22,"2017","Anlagen- und Apparatebauer/in","Frauen",2
22,"2017","Anlagen- und Apparatebauer/in","Männer",20
21,"2017","Büroassistent/in","Frauen",13
21,"2017","Büroassistent/in","Männer",8
21,"2017","Drucktechnologe/-login","Frauen",9
21,"2017","Drucktechnologe/-login","Männer",12
21,"2017","Fachmann/-frau Hauswirtschaft","Frauen",16
21,"2017","Fachmann/-frau Hauswirtschaft","Männer",5
20,"2017","Automobil-Assistent/in","Frauen",0
20,"2017","Automobil-Assistent/in","Männer",20
20,"2017","Forstwart/in","Frauen",0
20,"2017","Forstwart/in","Männer",20
20,"2017","Polygraf/in","Frauen",12
20,"2017","Polygraf/in","Männer",8
20,"2017","Schreiner/in","Frauen",1
20,"2017","Schreiner/in","Männer",19
20,"2017","Schreinerpraktiker/in","Frauen",0
20,"2017","Schreinerpraktiker/in","Männer",20
19,"2017","Geomatiker/in","Frauen",1
19,"2017","Geomatiker/in","Männer",18
17,"2017","Bekleidungsgestalter/in","Frauen",17
17,"2017","Bekleidungsgestalter/in","Männer",0
17,"2017","Gestalter/in Werbetechnik","Frauen",9
17,"2017","Gestalter/in Werbetechnik","Männer",8
17,"2017","Hauswirtschaftspraktiker/in","Frauen",16
17,"2017","Hauswirtschaftspraktiker/in","Männer",1
17,"2017","Tiermed. Praxisassistent/in","Frauen",16
17,"2017","Tiermed. Praxisassistent/in","Männer",1
16,"2017","Fleischfachmann/-frau","Frauen",1
16,"2017","Fleischfachmann/-frau","Männer",15
16,"2017","Verkehrswegbauer/in: Strassenbauer/in","Frauen",0
16,"2017","Verkehrswegbauer/in: Strassenbauer/in","Männer",16
15,"2017","Automatikmonteur/in","Frauen",0
15,"2017","Automatikmonteur/in","Männer",15
15,"2017","Gärtner/-in","Frauen",11
15,"2017","Gärtner/-in","Männer",4
15,"2017","Haustechnikpraktiker/in","Frauen",2
15,"2017","Haustechnikpraktiker/in","Männer",13
15,"2017","Mediamatiker/in","Frauen",4
15,"2017","Mediamatiker/in","Männer",11
15,"2017","Restaurationsangestellte/r","Frauen",12
15,"2017","Restaurationsangestellte/r","Männer",3
14,"2017","Automobil-Fachmann/-frau","Frauen",0
14,"2017","Automobil-Fachmann/-frau","Männer",14
14,"2017","Informatikpraktiker/in","Frauen",0
14,"2017","Informatikpraktiker/in","Männer",14
14,"2017","Multimediaelektroniker/in","Frauen",0
14,"2017","Multimediaelektroniker/in","Männer",14
14,"2017","Polydesigner/in 3D","Frauen",10
14,"2017","Polydesigner/in 3D","Männer",4
13,"2017","Fachmann/-frau Betreuung","Frauen",13
13,"2017","Fachmann/-frau Betreuung","Männer",0
13,"2017","Spengler/in","Frauen",0
13,"2017","Spengler/in","Männer",13
13,"2017","Zeichner/in","Frauen",2
13,"2017","Zeichner/in","Männer",11
12,"2017","Gebäudetechnikplaner/in","Frauen",2
12,"2017","Gebäudetechnikplaner/in","Männer",10
11,"2017","Bäcker/in-Konditor/in-Confiseur/in","Frauen",7
11,"2017","Bäcker/in-Konditor/in-Confiseur/in","Männer",4
11,"2017","Baumaschinenmechaniker/in","Frauen",0
11,"2017","Baumaschinenmechaniker/in","Männer",11
11,"2017","Buchhändler/in","Frauen",8
11,"2017","Buchhändler/in","Männer",3
11,"2017","Gipser/in","Frauen",0
11,"2017","Gipser/in","Männer",11
11,"2017","Maurer/in","Frauen",0
11,"2017","Maurer/in","Männer",11
10,"2017","Kosmetiker/in","Frauen",10
10,"2017","Kosmetiker/in","Männer",0
10,"2017","Lastwagenführer/in","Frauen",3
10,"2017","Lastwagenführer/in","Männer",7
10,"2017","Lebensmitteltechnologe/-login","Frauen",2
10,"2017","Lebensmitteltechnologe/-login","Männer",8
10,"2017","Mechanikpraktiker/in","Frauen",0
10,"2017","Mechanikpraktiker/in","Männer",10
10,"2017","Netzelektriker/in","Frauen",0
10,"2017","Netzelektriker/in","Männer",10
10,"2017","Physiklaborant/in","Frauen",1
10,"2017","Physiklaborant/in","Männer",9
10,"2017","Polygraf/in","Frauen",5
10,"2017","Polygraf/in","Männer",5
10,"2017","Zweiradmechaniker/in","Frauen",0
10,"2017","Zweiradmechaniker/in","Männer",10
9,"2017","Anlehre: Technische Berufe","Frauen",2
9,"2017","Anlehre: Technische Berufe","Männer",7
9,"2017","Anlehre: Übrige Berufe","Frauen",4
9,"2017","Anlehre: Übrige Berufe","Männer",5
9,"2017","Fotofachmann/-frau","Frauen",5
9,"2017","Fotofachmann/-frau","Männer",4
9,"2017","Küchenangestellte/r","Frauen",1
9,"2017","Küchenangestellte/r","Männer",8
9,"2017","Zahntechniker/in","Frauen",3
9,"2017","Zahntechniker/in","Männer",6
8,"2017","Anlehre: Baugewerbe, Malerei","Frauen",2
8,"2017","Anlehre: Baugewerbe, Malerei","Männer",6
8,"2017","Gebäudetechnikplaner/in","Frauen",1
8,"2017","Gebäudetechnikplaner/in","Männer",7
8,"2017","Haustechnikplaner/in","Frauen",1
8,"2017","Haustechnikplaner/in","Männer",7
8,"2017","Motorradmechaniker/in","Frauen",0
8,"2017","Motorradmechaniker/in","Männer",8
8,"2017","Reifenpraktiker/in","Frauen",0
8,"2017","Reifenpraktiker/in","Männer",8
8,"2017","Strassenbaupraktiker/in","Frauen",0
8,"2017","Strassenbaupraktiker/in","Männer",8
7,"2017","Florist/in","Frauen",7
7,"2017","Florist/in","Männer",0
7,"2017","Gebäudereiniger/in","Frauen",1
7,"2017","Gebäudereiniger/in","Männer",6
7,"2017","Hotellerieangestellte/r","Frauen",5
7,"2017","Hotellerieangestellte/r","Männer",2
7,"2017","Innendekorateur/in","Frauen",6
7,"2017","Innendekorateur/in","Männer",1
7,"2017","Laborant/in","Frauen",1
7,"2017","Laborant/in","Männer",6
7,"2017","Pferdewart/in","Frauen",4
7,"2017","Pferdewart/in","Männer",3
7,"2017","Telematiker/in","Frauen",0
7,"2017","Telematiker/in","Männer",7
6,"2017","Bodenleger/in","Frauen",0
6,"2017","Bodenleger/in","Männer",6
6,"2017","Bühnentänzer/in","Frauen",3
6,"2017","Bühnentänzer/in","Männer",3
6,"2017","Fachmann/-frau Kundendialog","Frauen",3
6,"2017","Fachmann/-frau Kundendialog","Männer",3
6,"2017","Recyclist/in","Frauen",0
6,"2017","Recyclist/in","Männer",6
6,"2017","Tierpfleger/in","Frauen",6
6,"2017","Tierpfleger/in","Männer",0
5,"2017","Anlehre: INSOS Pra","Frauen",1
5,"2017","Anlehre: INSOS Pra","Männer",4
5,"2017","Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft","Frauen",2
5,"2017","Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft","Männer",3
5,"2017","Bodenleger/in","Frauen",0
5,"2017","Bodenleger/in","Männer",5
5,"2017","Fachmann/-frau Information u. Dokumentation","Frauen",4
5,"2017","Fachmann/-frau Information u. Dokumentation","Männer",1
5,"2017","Lebensmittelpraktiker/in","Frauen",1
5,"2017","Lebensmittelpraktiker/in","Männer",4
5,"2017","Lüftungsanlagenbauer/in","Frauen",0
5,"2017","Lüftungsanlagenbauer/in","Männer",5
5,"2017","Plattenleger/in","Frauen",0
5,"2017","Plattenleger/in","Männer",5
5,"2017","Polybauer/in","Frauen",0
5,"2017","Polybauer/in","Männer",5
5,"2017","Zeichner/in","Frauen",2
5,"2017","Zeichner/in","Männer",3
4,"2017","Anlehre: Carrosseriereparateur/in","Frauen",0
4,"2017","Anlehre: Carrosseriereparateur/in","Männer",4
4,"2017","Anlehre: Haustechnik","Frauen",0
4,"2017","Anlehre: Haustechnik","Männer",4
4,"2017","Anlehre: Verkauf","Frauen",1
4,"2017","Anlehre: Verkauf","Männer",3
4,"2017","Fotofachmann/-frau","Frauen",3
4,"2017","Fotofachmann/-frau","Männer",1
4,"2017","Goldschmied/in","Frauen",1
4,"2017","Goldschmied/in","Männer",3
4,"2017","Grundbaupraktiker/in","Frauen",0
4,"2017","Grundbaupraktiker/in","Männer",4
4,"2017","Industrielackierer/in","Frauen",1
4,"2017","Industrielackierer/in","Männer",3
4,"2017","Kunststofftechnologe/-login","Frauen",0
4,"2017","Kunststofftechnologe/-login","Männer",4
4,"2017","Metallbaukonstrukteur/in","Frauen",1
4,"2017","Metallbaukonstrukteur/in","Männer",3
4,"2017","Milchtechnologe/-login","Frauen",0
4,"2017","Milchtechnologe/-login","Männer",4
4,"2017","Motorgerätemechaniker/in","Frauen",0
4,"2017","Motorgerätemechaniker/in","Männer",4
4,"2017","Pferdefachmann/-frau","Frauen",4
4,"2017","Pferdefachmann/-frau","Männer",0
4,"2017","Podologe/-login","Frauen",4
4,"2017","Podologe/-login","Männer",0
4,"2017","Polybaupraktiker/in","Frauen",1
4,"2017","Polybaupraktiker/in","Männer",3
4,"2017","Zweiradmechaniker/in","Frauen",0
4,"2017","Zweiradmechaniker/in","Männer",4
3,"2017","Agrarpraktiker/in","Frauen",1
3,"2017","Agrarpraktiker/in","Männer",2
3,"2017","Anlehre: Gastgewerbe, Hauswirtschaft","Frauen",2
3,"2017","Anlehre: Gastgewerbe, Hauswirtschaft","Männer",1
3,"2017","Anlehre: Körperpflege","Frauen",3
3,"2017","Anlehre: Körperpflege","Männer",0
3,"2017","Anlehre: Nahrungsmittel und Getränke","Frauen",1
3,"2017","Anlehre: Nahrungsmittel und Getränke","Männer",2
3,"2017","Bootbauer/in","Frauen",0
3,"2017","Bootbauer/in","Männer",3
3,"2017","Bootfachwart/in","Frauen",0
3,"2017","Bootfachwart/in","Männer",3
3,"2017","Fotofachmann/-frau","Frauen",3
3,"2017","Fotofachmann/-frau","Männer",0
3,"2017","Gärtner/-in","Frauen",1
3,"2017","Gärtner/-in","Männer",2
3,"2017","Gebäudetechnikplaner/in","Frauen",2
3,"2017","Gebäudetechnikplaner/in","Männer",1
3,"2017","Gemüsegärtner/in","Frauen",2
3,"2017","Gemüsegärtner/in","Männer",1
3,"2017","Glaser/in","Frauen",0
3,"2017","Glaser/in","Männer",3
3,"2017","Grafiker/in","Frauen",0
3,"2017","Grafiker/in","Männer",3
3,"2017","Kältemonteur/in","Frauen",0
3,"2017","Kältemonteur/in","Männer",3
3,"2017","Metallbaupraktiker/in","Frauen",0
3,"2017","Metallbaupraktiker/in","Männer",3
3,"2017","Storenmonteur/in","Frauen",1
3,"2017","Storenmonteur/in","Männer",2
3,"2017","Verkehrswegbauer/in: Gleisbauer/in","Frauen",0
3,"2017","Verkehrswegbauer/in: Gleisbauer/in","Männer",3
3,"2017","Verkehrswegbauer/in: Grundbauer/in","Frauen",0
3,"2017","Verkehrswegbauer/in: Grundbauer/in","Männer",3
2,"2017","Anlehre: Büro, Verwaltung","Frauen",0
2,"2017","Anlehre: Büro, Verwaltung","Männer",2
2,"2017","Anlehre: Fahrzeuge","Frauen",0
2,"2017","Anlehre: Fahrzeuge","Männer",2
2,"2017","Anlehre: Malerei","Frauen",2
2,"2017","Anlehre: Malerei","Männer",0
2,"2017","Anlehre: Metallbearbeitung, Maschinenbau","Frauen",0
2,"2017","Anlehre: Metallbearbeitung, Maschinenbau","Männer",2
2,"2017","Anlehre: Postangestellte/r","Frauen",1
2,"2017","Anlehre: Postangestellte/r","Männer",1
2,"2017","Architekturmodellbauer/in","Frauen",1
2,"2017","Architekturmodellbauer/in","Männer",1
2,"2017","Bekleidungsgestalter/in","Frauen",2
2,"2017","Bekleidungsgestalter/in","Männer",0
2,"2017","Carrosseriesattler/in","Frauen",0
2,"2017","Carrosseriesattler/in","Männer",2
2,"2017","Fachmann/-frau für med. techn. Radiologie","Frauen",1
2,"2017","Fachmann/-frau für med. techn. Radiologie","Männer",1
2,"2017","Fahrzeugschlosser/in","Frauen",0
2,"2017","Fahrzeugschlosser/in","Männer",2
2,"2017","Gerüstmonteur/in","Frauen",0
2,"2017","Gerüstmonteur/in","Männer",2
2,"2017","Gipser/in und Maler/in","Frauen",1
2,"2017","Gipser/in und Maler/in","Männer",1
2,"2017","Glasmaler/in","Frauen",1
2,"2017","Glasmaler/in","Männer",1
2,"2017","Goldschmied/in","Frauen",0
2,"2017","Goldschmied/in","Männer",2
2,"2017","Isolierspengler/in","Frauen",0
2,"2017","Isolierspengler/in","Männer",2
2,"2017","Kaminfeger/in","Frauen",1
2,"2017","Kaminfeger/in","Männer",1
2,"2017","Oberflächenbeschichter/in","Frauen",0
2,"2017","Oberflächenbeschichter/in","Männer",2
2,"2017","Orthopädist/in","Frauen",0
2,"2017","Orthopädist/in","Männer",2
2,"2017","Printmedienverarbeiter/in","Frauen",1
2,"2017","Printmedienverarbeiter/in","Männer",1
2,"2017","Printmedienverarbeiter/in","Frauen",0
2,"2017","Printmedienverarbeiter/in","Männer",2
2,"2017","Printmedienverarbeiter/in","Frauen",1
2,"2017","Printmedienverarbeiter/in","Männer",1
2,"2017","Säger/in Holzindustrie","Frauen",0
2,"2017","Säger/in Holzindustrie","Männer",2
2,"2017","Seilbahner/in","Frauen",1
2,"2017","Seilbahner/in","Männer",1
2,"2017","Textiltechnologe/-login","Frauen",2
2,"2017","Textiltechnologe/-login","Männer",0
2,"2017","Uhrmacher/in","Frauen",0
2,"2017","Uhrmacher/in","Männer",2
2,"2017","Verpackungstechnologe/-login","Frauen",1
2,"2017","Verpackungstechnologe/-login","Männer",1
2,"2017","Winzer/in","Frauen",1
2,"2017","Winzer/in","Männer",1
2,"2017","Zeichner/in","Frauen",1
2,"2017","Zeichner/in","Männer",1
1,"2017","Anlagenführer/in","Frauen",0
1,"2017","Anlagenführer/in","Männer",1
1,"2017","Anlehre: Fahrzeugmaler/in","Frauen",0
1,"2017","Anlehre: Fahrzeugmaler/in","Männer",1
1,"2017","Anlehre: Textil und Bekleidung","Frauen",1
1,"2017","Anlehre: Textil und Bekleidung","Männer",0
1,"2017","Attest: Baugewerbe, Malerei","Frauen",0
1,"2017","Attest: Baugewerbe, Malerei","Männer",1
1,"2017","Bauwerktrenner/in","Frauen",0
1,"2017","Bauwerktrenner/in","Männer",1
1,"2017","Bekleidungsgestalter/in","Frauen",1
1,"2017","Bekleidungsgestalter/in","Männer",0
1,"2017","Betonwerker/in","Frauen",0
1,"2017","Betonwerker/in","Männer",1
1,"2017","Chemie- und Pharmatechnologe/-login","Frauen",0
1,"2017","Chemie- und Pharmatechnologe/-login","Männer",1
1,"2017","Dachdecker/in","Frauen",0
1,"2017","Dachdecker/in","Männer",1
1,"2017","Diätkoch/-köchin","Frauen",1
1,"2017","Diätkoch/-köchin","Männer",0
1,"2017","Feinwerkoptiker/in","Frauen",1
1,"2017","Feinwerkoptiker/in","Männer",0
1,"2017","Flachdachbauer/in","Frauen",0
1,"2017","Flachdachbauer/in","Männer",1
1,"2017","Fleischfachassistent/in","Frauen",1
1,"2017","Fleischfachassistent/in","Männer",0
1,"2017","Flexodrucker/in","Frauen",0
1,"2017","Flexodrucker/in","Männer",1
1,"2017","Gärtner/-in","Frauen",0
1,"2017","Gärtner/-in","Männer",1
1,"2017","Industrie- und Unterlagsbodenbauer/in","Frauen",0
1,"2017","Industrie- und Unterlagsbodenbauer/in","Männer",1
1,"2017","Kunststoffverarbeiter/in","Frauen",0
1,"2017","Kunststoffverarbeiter/in","Männer",1
1,"2017","Müller/-in","Frauen",0
1,"2017","Müller/-in","Männer",1
1,"2017","Oberflächenpraktiker/in","Frauen",0
1,"2017","Oberflächenpraktiker/in","Männer",1
1,"2017","Orthopädie-Schuhmacher/in","Frauen",0
1,"2017","Orthopädie-Schuhmacher/in","Männer",1
1,"2017","Papiertechnologe/-login","Frauen",0
1,"2017","Papiertechnologe/-login","Männer",1
1,"2017","Pferdefachmann/-frau","Frauen",1
1,"2017","Pferdefachmann/-frau","Männer",0
1,"2017","Pferdefachmann/-frau","Frauen",1
1,"2017","Pferdefachmann/-frau","Männer",0
1,"2017","Pferdefachmann/-frau","Frauen",1
1,"2017","Pferdefachmann/-frau","Männer",0
1,"2017","Polybauer/in","Frauen",0
1,"2017","Polybauer/in","Männer",1
1,"2017","Polybauer/in","Frauen",0
1,"2017","Polybauer/in","Männer",1
1,"2017","Siebdrucker/in","Frauen",1
1,"2017","Siebdrucker/in","Männer",0
1,"2017","Steinbildhauer/in","Frauen",0
1,"2017","Steinbildhauer/in","Männer",1
1,"2017","Textiltechnologe/-login","Frauen",0
1,"2017","Textiltechnologe/-login","Männer",1
1,"2017","Uhrmacher/in","Frauen",0
1,"2017","Uhrmacher/in","Männer",1
1,"2017","Weintechnologe/-login","Frauen",0
1,"2017","Weintechnologe/-login","Männer",1
1,"2017","Wohntextilgestalter/in","Frauen",1
1,"2017","Wohntextilgestalter/in","Männer",0
7720,"2018","Total","Frauen",3514
7720,"2018","Total","Männer",4206
1426,"2018","Kaufmann/-frau","Frauen",892
1426,"2018","Kaufmann/-frau","Männer",534
433,"2018","Detailhandelsfachmann/-frau","Frauen",277
433,"2018","Detailhandelsfachmann/-frau","Männer",156
305,"2018","Fachmann/-frau Gesundheit","Frauen",270
305,"2018","Fachmann/-frau Gesundheit","Männer",35
289,"2018","Elektroinstallateur/in","Frauen",5
289,"2018","Elektroinstallateur/in","Männer",284
262,"2018","Koch/Köchin","Frauen",87
262,"2018","Koch/Köchin","Männer",175
248,"2018","Kaufmann/-frau","Frauen",161
248,"2018","Kaufmann/-frau","Männer",87
213,"2018","Polymechaniker/in","Frauen",7
213,"2018","Polymechaniker/in","Männer",206
196,"2018","Fachmann/-frau Betreuung","Frauen",190
196,"2018","Fachmann/-frau Betreuung","Männer",6
181,"2018","Coiffeur/-euse","Frauen",154
181,"2018","Coiffeur/-euse","Männer",27
